<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MRKY;60;21/11/24;13:00:00;0.05665;0.0568;0.05635;0.05665;2830000
MRKY;60;21/11/24;14:00:00;0.05665;0.05685;0.0564;0.05655;2110000
MRKY;60;21/11/24;15:00:00;0.0566;0.0566;0.0566;0.0566;1490000
MRKY;60;21/11/24;16:00:00;0.0566;0.0566;0.05625;0.05625;1600000
MRKY;60;21/11/24;17:00:00;0.0562;0.05645;0.05615;0.05645;880000
MRKY;60;21/11/24;18:00:00;0.05645;0.0565;0.0557;0.0557;3230000
MRKY;60;21/11/24;19:00:00;0.0558;0.0571;0.05555;0.0562;1940000
MRKY;60;22/11/24;11:00:00;0.0557;0.0573;0.0557;0.0569;3170000
MRKY;60;22/11/24;12:00:00;0.05665;0.0567;0.0551;0.0551;10970000
MRKY;60;22/11/24;13:00:00;0.0556;0.05605;0.0553;0.05605;2120000
MRKY;60;22/11/24;14:00:00;0.0559;0.0561;0.0559;0.05605;130000
MRKY;60;22/11/24;15:00:00;0.0561;0.0562;0.056;0.0561;1560000
MRKY;60;22/11/24;16:00:00;0.05615;0.0564;0.0559;0.0564;2430000
MRKY;60;22/11/24;17:00:00;0.0563;0.05695;0.05565;0.05695;4600000
MRKY;60;22/11/24;18:00:00;0.05625;0.05645;0.0556;0.05635;4660000
MRKY;60;22/11/24;19:00:00;0.0559;0.0561;0.0558;0.0559;1580000
MRKY;60;25/11/24;11:00:00;0.0562;0.0586;0.05585;0.056;7850000
MRKY;60;25/11/24;12:00:00;0.05605;0.05615;0.05555;0.05555;4950000
MRKY;60;25/11/24;13:00:00;0.05555;0.0557;0.05555;0.05565;600000
MRKY;60;25/11/24;14:00:00;0.05565;0.05585;0.05565;0.05585;400000
MRKY;60;25/11/24;15:00:00;0.0558;0.05615;0.0558;0.05585;1310000
MRKY;60;25/11/24;16:00:00;0.0559;0.0559;0.0556;0.0558;1110000
MRKY;60;25/11/24;17:00:00;0.05565;0.0558;0.0555;0.05555;1230000
MRKY;60;25/11/24;18:00:00;0.05555;0.0558;0.0555;0.05555;5760000
MRKY;60;25/11/24;19:00:00;0.05555;0.0559;0.0552;0.0557;2440000
MRKY;60;26/11/24;11:00:00;0.0564;0.0567;0.055;0.05515;5710000
MRKY;60;26/11/24;12:00:00;0.05515;0.05565;0.0551;0.05515;3400000
MRKY;60;26/11/24;13:00:00;0.05535;0.05535;0.05515;0.05515;280000
MRKY;60;26/11/24;14:00:00;0.0553;0.0554;0.05515;0.0554;50000
MRKY;60;26/11/24;15:00:00;0.05545;0.05545;0.055;0.05505;6740000
MRKY;60;26/11/24;16:00:00;0.05505;0.05505;0.0512;0.0518;19140000
MRKY;60;26/11/24;17:00:00;0.0518;0.05185;0.0517;0.05175;13600000
MRKY;60;26/11/24;18:00:00;0.0518;0.05185;0.0511;0.0511;6420000
MRKY;60;26/11/24;19:00:00;0.0511;0.0518;0.051;0.0511;4550000
MRKY;60;27/11/24;11:00:00;0.0515;0.0525;0.04715;0.04815;16400000
MRKY;60;27/11/24;12:00:00;0.0481;0.0486;0.0472;0.04805;3750000
MRKY;60;27/11/24;13:00:00;0.0483;0.0496;0.0481;0.04905;9790000
MRKY;60;27/11/24;14:00:00;0.0496;0.0504;0.04925;0.04975;5230000
MRKY;60;27/11/24;15:00:00;0.04935;0.04985;0.0486;0.0495;2710000
MRKY;60;27/11/24;16:00:00;0.0496;0.0496;0.0495;0.0495;1910000
MRKY;60;27/11/24;17:00:00;0.04955;0.04955;0.04895;0.0491;530000
MRKY;60;27/11/24;18:00:00;0.049;0.0491;0.0481;0.04845;4200000
MRKY;60;27/11/24;19:00:00;0.04895;0.0491;0.0486;0.0491;710000
MRKY;60;28/11/24;11:00:00;0.0508;0.051;0.04915;0.04935;5680000
MRKY;60;28/11/24;12:00:00;0.0494;0.0507;0.0494;0.0503;11440000
MRKY;60;28/11/24;13:00:00;0.0506;0.0506;0.0503;0.0503;580000
MRKY;60;28/11/24;14:00:00;0.0503;0.05035;0.0502;0.0502;4850000
MRKY;60;28/11/24;15:00:00;0.0501;0.0501;0.0495;0.0495;2460000
MRKY;60;28/11/24;16:00:00;0.0495;0.05035;0.0495;0.05005;1410000
MRKY;60;28/11/24;17:00:00;0.05025;0.05055;0.05025;0.05035;2250000
MRKY;60;28/11/24;18:00:00;0.05035;0.0507;0.0501;0.0504;3330000
MRKY;60;28/11/24;19:00:00;0.0504;0.0504;0.0504;0.0504;50000
MRKY;60;29/11/24;11:00:00;0.05085;0.0509;0.05055;0.0506;6570000
MRKY;60;29/11/24;12:00:00;0.0506;0.05075;0.0501;0.05075;7590000
MRKY;60;29/11/24;13:00:00;0.05075;0.05195;0.0507;0.051;10880000
MRKY;60;29/11/24;14:00:00;0.0513;0.05175;0.051;0.0512;3740000
MRKY;60;29/11/24;15:00:00;0.0511;0.0514;0.05;0.05105;13090000
MRKY;60;29/11/24;16:00:00;0.05025;0.0513;0.05005;0.0502;2580000
MRKY;60;29/11/24;17:00:00;0.0504;0.0508;0.04985;0.04985;3420000
MRKY;60;29/11/24;18:00:00;0.0503;0.0505;0.0502;0.0505;2130000
MRKY;60;29/11/24;19:00:00;0.0505;0.0505;0.0501;0.05015;430000
MRKY;60;02/12/24;11:00:00;0.0511;0.05405;0.05025;0.0516;20890000
MRKY;60;02/12/24;12:00:00;0.05165;0.05265;0.0515;0.0516;4930000
MRKY;60;02/12/24;13:00:00;0.0515;0.0515;0.05115;0.05115;1830000
MRKY;60;02/12/24;14:00:00;0.0512;0.0512;0.0511;0.0511;40000
MRKY;60;02/12/24;15:00:00;0.0512;0.0512;0.0511;0.0512;440000
MRKY;60;02/12/24;16:00:00;0.05115;0.0515;0.05105;0.05145;770000
MRKY;60;02/12/24;17:00:00;0.0514;0.0514;0.05095;0.05095;60000
MRKY;60;02/12/24;18:00:00;0.05095;0.05145;0.05075;0.05145;1710000
MRKY;60;02/12/24;19:00:00;0.05145;0.05175;0.0513;0.05175;310000
MRKY;60;03/12/24;11:00:00;0.05155;0.0544;0.0504;0.054;25090000
MRKY;60;03/12/24;12:00:00;0.0539;0.0539;0.0514;0.0518;11190000
MRKY;60;03/12/24;13:00:00;0.0519;0.0535;0.0519;0.05215;4490000
MRKY;60;03/12/24;14:00:00;0.05215;0.05225;0.0519;0.05205;1270000
MRKY;60;03/12/24;15:00:00;0.05205;0.05205;0.0514;0.05205;1470000
MRKY;60;03/12/24;16:00:00;0.052;0.052;0.051;0.051;2290000
MRKY;60;03/12/24;17:00:00;0.051;0.051;0.051;0.051;1030000
MRKY;60;03/12/24;18:00:00;0.051;0.051;0.05;0.0502;7240000
MRKY;60;03/12/24;19:00:00;0.0502;0.05055;0.0502;0.0505;360000
MRKY;60;04/12/24;11:00:00;0.05165;0.0521;0.0505;0.05115;670000
MRKY;60;04/12/24;12:00:00;0.05115;0.0515;0.05085;0.0513;770000
MRKY;60;04/12/24;13:00:00;0.0513;0.05165;0.05085;0.0514;320000
MRKY;60;04/12/24;14:00:00;0.05135;0.05135;0.0513;0.0513;160000
MRKY;60;04/12/24;15:00:00;0.0512;0.05155;0.05085;0.05095;5260000
MRKY;60;04/12/24;16:00:00;0.0513;0.0516;0.0512;0.0515;1970000
MRKY;60;04/12/24;17:00:00;0.05105;0.05105;0.04965;0.0497;7640000
MRKY;60;04/12/24;18:00:00;0.05;0.05015;0.0499;0.0499;1150000
MRKY;60;04/12/24;19:00:00;0.0497;0.0497;0.04915;0.0495;2000000
MRKY;60;05/12/24;11:00:00;0.04885;0.0499;0.0481;0.0497;2000000
MRKY;60;05/12/24;12:00:00;0.0497;0.05;0.04905;0.04935;700000
MRKY;60;05/12/24;13:00:00;0.0492;0.0492;0.0482;0.04865;1620000
MRKY;60;05/12/24;14:00:00;0.04865;0.04865;0.0481;0.04845;870000
MRKY;60;05/12/24;15:00:00;0.04845;0.04845;0.0476;0.04835;2150000
MRKY;60;05/12/24;16:00:00;0.04835;0.0484;0.0482;0.0483;440000
MRKY;60;05/12/24;17:00:00;0.04825;0.0485;0.04825;0.0485;1440000
MRKY;60;05/12/24;18:00:00;0.0485;0.0492;0.0481;0.04905;5680000
MRKY;60;05/12/24;19:00:00;0.04905;0.0492;0.0486;0.04895;710000
MRKY;60;06/12/24;11:00:00;0.0495;0.0495;0.04865;0.0492;910000
MRKY;60;06/12/24;12:00:00;0.0492;0.0494;0.049;0.0494;240000
MRKY;60;06/12/24;13:00:00;0.0494;0.0494;0.049;0.049;600000
MRKY;60;06/12/24;14:00:00;0.0493;0.04945;0.04885;0.04905;910000
MRKY;60;06/12/24;15:00:00;0.049;0.049;0.049;0.049;20000
MRKY;60;06/12/24;16:00:00;0.04915;0.0495;0.04905;0.0495;600000
MRKY;60;06/12/24;17:00:00;0.04945;0.0495;0.04915;0.0495;410000
MRKY;60;06/12/24;18:00:00;0.04925;0.0503;0.04925;0.0501;900000
MRKY;60;06/12/24;19:00:00;0.0496;0.05015;0.04955;0.04955;730000
MRKY;60;09/12/24;11:00:00;0.04895;0.0504;0.04895;0.05035;2950000
MRKY;60;09/12/24;12:00:00;0.05;0.05035;0.04905;0.05035;4870000
MRKY;60;09/12/24;13:00:00;0.0498;0.0499;0.049;0.0492;2560000
MRKY;60;09/12/24;14:00:00;0.04945;0.0496;0.0492;0.0492;160000
MRKY;60;09/12/24;15:00:00;0.04925;0.04945;0.04925;0.04945;80000
MRKY;60;09/12/24;16:00:00;0.04945;0.0495;0.04945;0.04945;1000000
MRKY;60;09/12/24;17:00:00;0.04945;0.05025;0.04945;0.04995;340000
MRKY;60;09/12/24;18:00:00;0.04995;0.05005;0.04975;0.05005;990000
MRKY;60;09/12/24;19:00:00;0.05005;0.0501;0.0499;0.05;530000
MRKY;60;10/12/24;11:00:00;0.0497;0.0501;0.0493;0.0495;2210000
MRKY;60;10/12/24;12:00:00;0.0498;0.0498;0.04945;0.04945;260000
MRKY;60;10/12/24;13:00:00;0.04945;0.05005;0.04905;0.05005;2210000
MRKY;60;10/12/24;14:00:00;0.04955;0.05;0.0495;0.04955;1200000
MRKY;60;10/12/24;15:00:00;0.0495;0.0495;0.0495;0.0495;10000
MRKY;60;10/12/24;16:00:00;0.0495;0.0498;0.0495;0.0495;170000
MRKY;60;10/12/24;17:00:00;0.0495;0.0495;0.0495;0.0495;30000
MRKY;60;10/12/24;18:00:00;0.0494;0.0494;0.0493;0.0493;30000
MRKY;60;10/12/24;19:00:00;0.0493;0.0493;0.0493;0.0493;40000
MRKY;60;11/12/24;11:00:00;0.05;0.05;0.04775;0.0489;5170000
MRKY;60;11/12/24;12:00:00;0.0483;0.0489;0.0481;0.04845;1550000
MRKY;60;11/12/24;13:00:00;0.04845;0.04875;0.04845;0.04845;770000
MRKY;60;11/12/24;14:00:00;0.0486;0.04865;0.0485;0.0485;920000
MRKY;60;11/12/24;15:00:00;0.04845;0.0486;0.04845;0.0485;80000
MRKY;60;11/12/24;16:00:00;0.0485;0.0485;0.04845;0.04845;340000
MRKY;60;11/12/24;17:00:00;0.0485;0.0486;0.04805;0.0486;2130000
MRKY;60;11/12/24;18:00:00;0.04865;0.04885;0.0486;0.0486;140000
MRKY;60;11/12/24;19:00:00;0.0483;0.0488;0.0481;0.0481;2320000
MRKY;60;12/12/24;11:00:00;0.0488;0.049;0.0487;0.04875;2460000
MRKY;60;12/12/24;12:00:00;0.0487;0.0487;0.04795;0.04855;620000
MRKY;60;12/12/24;13:00:00;0.0482;0.04845;0.048;0.0482;210000
MRKY;60;12/12/24;14:00:00;0.0483;0.04845;0.04775;0.04775;1230000
MRKY;60;12/12/24;15:00:00;0.04815;0.04815;0.048;0.048;90000
MRKY;60;12/12/24;16:00:00;0.04795;0.0481;0.0479;0.0479;610000
MRKY;60;12/12/24;17:00:00;0.0478;0.0478;0.0473;0.04735;3110000
MRKY;60;12/12/24;18:00:00;0.04735;0.0475;0.0473;0.0475;3210000
MRKY;60;12/12/24;19:00:00;0.04735;0.04755;0.0473;0.04755;2880000
